-1 1:-0.0916030534351145 2:0.061068702290076333 3:-0.32061068702290074 4:1.052490234375 5:-0.002685546875 6:0.225341796875
-1 1:-1.8473282442748091 2:-1.916030534351145 3:-0.2824427480916031 4:1.045654296875 5:-0.001220703125 6:0.23681640625
-1 1:0.03816793893129771 2:-0.06870229007633588 3:-0.48854961832061067 4:1.06103515625 5:0.013427734375 6:0.236083984375
-1 1:1.6259541984732824 2:-0.08396946564885496 3:-0.22900763358778625 4:1.045166015625 5:-0.00048828125 6:0.220947265625
-1 1:0.1297709923664122 2:-0.007633587786259542 3:-0.1984732824427481 4:1.046142578125 5:0.0078125 6:0.23095703125
-1 1:-0.32061068702290074 2:-0.007633587786259542 3:-0.42748091603053434 4:1.040283203125 5:-0.001708984375 6:0.228515625
-1 1:-0.3893129770992366 2:-0.07633587786259542 3:-0.5648854961832062 4:1.0322265625 5:-0.005615234375 6:0.223388671875
-1 1:-0.366412213740458 2:-0.08396946564885496 3:-0.31297709923664124 4:1.044189453125 5:-0.01123046875 6:0.219482421875
-1 1:0.12213740458015267 2:-1.9465648854961832 3:-0.26717557251908397 4:1.04833984375 5:0.0146484375 6:0.216064453125
-1 1:-1.8854961832061068 2:-0.09923664122137404 3:-0.007633587786259542 4:1.0478515625 5:0.000244140625 6:0.2255859375
-1 1:-0.015267175572519083 2:-0.061068702290076333 3:-0.1297709923664122 4:1.050537109375 5:-0.009765625 6:0.220458984375
-1 1:1.717557251908397 2:-0.1297709923664122 3:-0.4122137404580153 4:1.042724609375 5:-0.006591796875 6:0.233642578125
-1 1:-0.05343511450381679 2:-0.06870229007633588 3:-0.061068702290076333 4:1.0458984375 5:-0.003662109375 6:0.22802734375
-1 1:-0.15267175572519084 2:-0.030534351145038167 3:-0.5190839694656488 4:1.0478515625 5:0.01416015625 6:0.204833984375
-1 1:0.04580152671755725 2:-0.015267175572519083 3:-0.4580152671755725 4:1.0341796875 5:-0.0048828125 6:0.22509765625
-1 1:-0.4580152671755725 2:-0.03816793893129771 3:-0.03816793893129771 4:1.05078125 5:-0.009521484375 6:0.21923828125
-1 1:-0.3893129770992366 2:-1.9389312977099236 3:-0.7251908396946565 4:1.0341796875 5:-0.006591796875 6:0.221435546875
-1 1:-0.20610687022900764 2:1.83206106870229 3:-0.45038167938931295 4:1.050048828125 5:0.005126953125 6:0.214111328125
-1 1:-0.05343511450381679 2:-0.09923664122137404 3:-0.030534351145038167 4:1.0537109375 5:-0.00439453125 6:0.207275390625
-1 1:-0.09923664122137404 2:-0.10687022900763359 3:-0.6335877862595419 4:1.04833984375 5:-0.00048828125 6:0.219970703125
-1 1:-0.3282442748091603 2:-0.0916030534351145 3:-0.22900763358778625 4:1.060546875 5:0.000732421875 6:0.232177734375
-1 1:-1.9083969465648856 2:-0.08396946564885496 3:-0.21374045801526717 4:1.060302734375 5:-0.001220703125 6:0.234130859375
-1 1:-0.32061068702290074 2:1.9236641221374047 3:-0.21374045801526717 4:1.04638671875 5:-0.00439453125 6:0.232177734375
-1 1:-0.16030534351145037 2:0.12213740458015267 3:-0.8091603053435115 4:1.06201171875 5:-0.004638671875 6:0.219970703125
-1 1:-0.40458015267175573 2:0.10687022900763359 3:-0.26717557251908397 4:1.04296875 5:0.000732421875 6:0.227783203125
-1 1:-0.16030534351145037 2:-0.10687022900763359 3:-0.32061068702290074 4:1.04443359375 5:-0.002197265625 6:0.21923828125
-1 1:0.030534351145038167 2:0.015267175572519083 3:-0.19083969465648856 4:1.031982421875 5:0.00146484375 6:0.219970703125
-1 1:-0.12213740458015267 2:-0.08396946564885496 3:-0.030534351145038167 4:1.044677734375 5:-0.00341796875 6:0.22119140625
-1 1:0.08396946564885496 2:-0.022900763358778626 3:-0.5648854961832062 4:1.047119140625 5:-0.006591796875 6:0.2158203125
-1 1:-0.22137404580152673 2:-0.04580152671755725 3:-0.19083969465648856 4:1.04931640625 5:0.00048828125 6:0.220703125
-1 1:-0.04580152671755725 2:-0.03816793893129771 3:-0.5801526717557252 4:1.034423828125 5:-0.00244140625 6:0.22314453125
-1 1:-0.1297709923664122 2:-0.03816793893129771 3:-0.12213740458015267 4:1.06103515625 5:-0.005615234375 6:0.20751953125
-1 1:-0.3435114503816794 2:0.05343511450381679 3:-0.46564885496183206 4:1.06005859375 5:-0.010986328125 6:0.218505859375
-1 1:-1.9465648854961832 2:-0.09923664122137404 3:1.8778625954198473 4:1.044677734375 5:-0.001708984375 6:0.22705078125
-1 1:-0.20610687022900764 2:-0.09923664122137404 3:-0.22137404580152673 4:1.062255859375 5:-0.014892578125 6:0.20361328125
-1 1:-3.83206106870229 2:0.9236641221374046 3:-0.6335877862595419 4:1.0888671875 5:-0.09228515625 6:-0.094970703125
-1 1:-12.893129770992367 2:5.572519083969466 3:-1.549618320610687 4:1.0693359375 5:-0.126708984375 6:0.156494140625
-1 1:-11.564885496183207 2:-0.19083969465648856 3:-1.4427480916030535 4:0.9921875 5:-0.082275390625 6:0.4130859375
-1 1:-3.9770992366412212 2:-0.35877862595419846 3:-0.3969465648854962 4:0.98828125 5:-0.000244140625 6:0.504638671875
-1 1:-1.183206106870229 2:-3.8473282442748094 3:0.022900763358778626 4:1.111572265625 5:0.00537109375 6:0.130126953125
-1 1:0.8396946564885496 2:-0.6564885496183206 3:-0.6335877862595419 4:0.947265625 5:0.035400390625 6:0.47314453125
-1 1:0.0 2:-0.4580152671755725 3:-0.22137404580152673 4:1.033447265625 5:0.008544921875 6:0.23193359375
-1 1:-0.22900763358778625 2:-0.1297709923664122 3:-0.4580152671755725 4:1.0693359375 5:0.012939453125 6:0.20947265625
-1 1:-0.13740458015267176 2:-0.16793893129770993 3:-0.44274809160305345 4:1.057861328125 5:0.011962890625 6:0.19873046875
-1 1:-0.31297709923664124 2:-0.10687022900763359 3:-0.4122137404580153 4:1.05029296875 5:-0.01318359375 6:0.23828125
-1 1:-0.3816793893129771 2:-0.03816793893129771 3:-0.40458015267175573 4:1.0380859375 5:0.012451171875 6:0.23193359375
-1 1:-0.022900763358778626 2:-0.0916030534351145 3:-0.31297709923664124 4:1.043701171875 5:-0.0146484375 6:0.22412109375
-1 1:-0.061068702290076333 2:0.08396946564885496 3:-0.3282442748091603 4:1.041259765625 5:0.004150390625 6:0.219970703125
-1 1:-0.015267175572519083 2:-0.10687022900763359 3:-0.5038167938931297 4:1.042236328125 5:-0.012451171875 6:0.225341796875
-1 1:-0.15267175572519084 2:-0.06870229007633588 3:-0.26717557251908397 4:1.05078125 5:-0.000244140625 6:0.217529296875
-1 1:-0.4351145038167939 2:0.007633587786259542 3:-0.31297709923664124 4:1.047607421875 5:-0.006591796875 6:0.23291015625
-1 1:-0.3969465648854962 2:-0.06870229007633588 3:-0.33587786259541985 4:1.04931640625 5:-0.0048828125 6:0.2294921875
-1 1:-1.816793893129771 2:-0.16030534351145037 3:-0.1450381679389313 4:1.048583984375 5:-0.008544921875 6:0.229248046875
-1 1:-0.04580152671755725 2:0.015267175572519083 3:-0.3816793893129771 4:1.03515625 5:0.0 6:0.22998046875
-1 1:-0.2824427480916031 2:-0.030534351145038167 3:-0.4961832061068702 4:1.0439453125 5:-0.001953125 6:0.220947265625
-1 1:-0.40458015267175573 2:1.900763358778626 3:-0.40458015267175573 4:1.033203125 5:0.01318359375 6:0.218017578125
-1 1:-1.8549618320610688 2:-0.04580152671755725 3:-0.2824427480916031 4:1.04345703125 5:-0.00390625 6:0.22900390625
-1 1:-0.2824427480916031 2:-0.12213740458015267 3:-0.015267175572519083 4:1.051025390625 5:-0.0048828125 6:0.220458984375
-1 1:0.06870229007633588 2:1.9236641221374047 3:-0.3053435114503817 4:1.043212890625 5:-0.00341796875 6:0.2158203125
-1 1:0.3053435114503817 2:-0.015267175572519083 3:-0.5114503816793893 4:1.051513671875 5:0.01513671875 6:0.2119140625
-1 1:-0.26717557251908397 2:0.04580152671755725 3:-0.31297709923664124 4:1.035400390625 5:-0.003662109375 6:0.218505859375
-1 1:-0.08396946564885496 2:0.13740458015267176 3:-0.2900763358778626 4:1.047607421875 5:-0.002685546875 6:0.225830078125
-1 1:-0.1984732824427481 2:0.09923664122137404 3:-0.3282442748091603 4:1.0537109375 5:0.011474609375 6:0.22509765625
-1 1:-1.816793893129771 2:-0.05343511450381679 3:-0.12213740458015267 4:1.06005859375 5:0.000244140625 6:0.21875
-1 1:0.12213740458015267 2:-0.015267175572519083 3:-0.16030534351145037 4:1.0439453125 5:-0.00341796875 6:0.20703125
-1 1:-0.10687022900763359 2:-0.10687022900763359 3:-0.5343511450381679 4:1.04736328125 5:-0.013427734375 6:0.220703125
-1 1:-0.24427480916030533 2:1.8473282442748091 3:-0.26717557251908397 4:1.0517578125 5:0.001953125 6:0.23193359375
-1 1:1.816793893129771 2:-1.9083969465648856 3:-1.900763358778626 4:1.05859375 5:-0.015625 6:0.222412109375
-1 1:0.061068702290076333 2:-0.08396946564885496 3:-0.04580152671755725 4:1.06005859375 5:-0.00439453125 6:0.217529296875
-1 1:-0.022900763358778626 2:-0.04580152671755725 3:-0.24427480916030533 4:1.04443359375 5:0.00146484375 6:0.23291015625
-1 1:-0.3053435114503817 2:1.916030534351145 3:-0.5267175572519084 4:1.047607421875 5:-0.001953125 6:0.209716796875
-1 1:-0.1984732824427481 2:-0.05343511450381679 3:-0.1984732824427481 4:1.037841796875 5:-0.000732421875 6:0.2216796875
-1 1:-0.2595419847328244 2:-0.1297709923664122 3:-0.5877862595419847 4:1.05224609375 5:-0.003662109375 6:0.220458984375
-1 1:-0.25190839694656486 2:-0.15267175572519084 3:-0.17557251908396945 4:1.041748046875 5:-0.000244140625 6:0.227294921875
-1 1:-0.5114503816793893 2:-0.06870229007633588 3:-0.4961832061068702 4:1.056640625 5:-0.00146484375 6:0.215087890625
-1 1:-0.549618320610687 2:-0.007633587786259542 3:-0.3282442748091603 4:1.04345703125 5:0.008056640625 6:0.212158203125
-1 1:-0.3893129770992366 2:-0.05343511450381679 3:-0.1450381679389313 4:1.0439453125 5:-0.008544921875 6:0.275390625
-1 1:0.4351145038167939 2:-0.04580152671755725 3:-0.2900763358778626 4:1.046875 5:0.01171875 6:0.2197265625
-1 1:-1.9083969465648856 2:-0.007633587786259542 3:-0.2900763358778626 4:1.04736328125 5:-0.008544921875 6:0.213134765625
-1 1:-0.21374045801526717 2:0.022900763358778626 3:-0.5954198473282443 4:1.059814453125 5:0.012451171875 6:0.219482421875
-1 1:-1.9389312977099236 2:-0.09923664122137404 3:-0.030534351145038167 4:1.03369140625 5:-0.01513671875 6:0.22607421875
-1 1:0.04580152671755725 2:0.07633587786259542 3:-0.5190839694656488 4:1.047607421875 5:-0.0009765625 6:0.2333984375
-1 1:-0.1450381679389313 2:-0.061068702290076333 3:-0.2366412213740458 4:1.04443359375 5:-0.0029296875 6:0.217529296875
-1 1:-0.015267175572519083 2:-0.022900763358778626 3:-0.13740458015267176 4:1.04443359375 5:0.013916015625 6:0.21728515625
-1 1:-0.3282442748091603 2:1.816793893129771 3:-0.09923664122137404 4:1.047119140625 5:0.0 6:0.2236328125
-1 1:-0.19083969465648856 2:-0.007633587786259542 3:-0.5114503816793893 4:1.0458984375 5:-0.00341796875 6:0.21923828125
-1 1:-0.08396946564885496 2:-0.08396946564885496 3:-0.1450381679389313 4:1.04931640625 5:0.001220703125 6:0.21240234375
-1 1:-0.12213740458015267 2:-1.916030534351145 3:-0.19083969465648856 4:1.045166015625 5:0.000732421875 6:0.21875
-1 1:-0.366412213740458 2:-0.1297709923664122 3:-0.29770992366412213 4:1.05029296875 5:-0.01513671875 6:0.2177734375
-1 1:-1.9541984732824427 2:-0.12213740458015267 3:-0.183206106870229 4:1.033203125 5:-0.01513671875 6:0.22119140625
-1 1:0.1984732824427481 2:-0.061068702290076333 3:-0.03816793893129771 4:1.048583984375 5:-0.001708984375 6:0.21630859375
-1 1:-0.3969465648854962 2:-0.21374045801526717 3:-0.32061068702290074 4:1.046630859375 5:-0.000732421875 6:0.220947265625
-1 1:-0.09923664122137404 2:1.8473282442748091 3:-0.29770992366412213 4:1.04833984375 5:-0.000732421875 6:0.234130859375
-1 1:-1.916030534351145 2:-0.20610687022900764 3:-0.366412213740458 4:1.040771484375 5:0.004150390625 6:0.227783203125
-1 1:-0.2900763358778626 2:0.32061068702290074 3:-0.6335877862595419 4:1.027099609375 5:-0.044677734375 6:-0.0908203125
-1 1:-14.061068702290076 2:9.312977099236642 3:-1.7557251908396947 4:1.104248046875 5:-0.144287109375 6:0.1572265625
-1 1:-14.022900763358779 2:-1.618320610687023 3:-1.3740458015267176 4:1.07666015625 5:-0.087646484375 6:0.34033203125
-1 1:-5.625954198473282 2:-0.8244274809160306 3:-0.8396946564885496 4:1.03466796875 5:0.020751953125 6:0.493896484375
-1 1:1.16793893129771 2:8.122137404580153 3:-1.549618320610687 4:1.0283203125 5:0.3046875 6:0.365234375
-1 1:0.13740458015267176 2:1.2900763358778626 3:0.007633587786259542 4:0.816650390625 5:0.02978515625 6:0.33203125
-1 1:0.12213740458015267 2:0.10687022900763359 3:-0.32061068702290074 4:0.980224609375 5:0.023681640625 6:0.2666015625
-1 1:-0.16793893129770993 2:-1.916030534351145 3:-0.4580152671755725 4:1.058349609375 5:-0.01806640625 6:0.264892578125
-1 1:-0.06870229007633588 2:0.04580152671755725 3:-0.07633587786259542 4:1.0322265625 5:-0.007568359375 6:0.24853515625
-1 1:0.08396946564885496 2:-0.07633587786259542 3:-0.25190839694656486 4:1.062255859375 5:0.00732421875 6:0.263671875
-1 1:-0.3816793893129771 2:-0.09923664122137404 3:-0.20610687022900764 4:1.0478515625 5:0.001953125 6:0.238525390625
-1 1:-0.16793893129770993 2:-0.022900763358778626 3:-0.3511450381679389 4:1.049072265625 5:0.0 6:0.240234375
-1 1:-0.05343511450381679 2:-1.9541984732824427 3:-0.16793893129770993 4:1.04931640625 5:-0.00537109375 6:0.2392578125
-1 1:0.061068702290076333 2:1.8778625954198473 3:-0.37404580152671757 4:1.04345703125 5:-0.0068359375 6:0.235595703125
-1 1:1.8549618320610688 2:-0.0916030534351145 3:-0.07633587786259542 4:1.03857421875 5:-0.00634765625 6:0.26025390625
-1 1:-0.25190839694656486 2:0.015267175572519083 3:1.6488549618320612 4:1.042724609375 5:-0.001953125 6:0.24755859375
-1 1:1.7404580152671756 2:-0.030534351145038167 3:-0.21374045801526717 4:1.03271484375 5:-0.0087890625 6:0.23974609375
-1 1:1.8931297709923665 2:-0.015267175572519083 3:-0.08396946564885496 4:1.034423828125 5:0.000732421875 6:0.262451171875
-1 1:-0.05343511450381679 2:-0.015267175572519083 3:-0.48854961832061067 4:1.040771484375 5:-0.004150390625 6:0.25390625
-1 1:-1.8625954198473282 2:0.12213740458015267 3:-0.4351145038167939 4:1.032958984375 5:-0.00244140625 6:0.248779296875
-1 1:-1.8702290076335877 2:-0.12213740458015267 3:-0.29770992366412213 4:1.03857421875 5:-0.001220703125 6:0.24755859375
-1 1:-0.10687022900763359 2:0.03816793893129771 3:-0.3282442748091603 4:1.03369140625 5:0.0107421875 6:0.262451171875
-1 1:-0.15267175572519084 2:-1.9465648854961832 3:-0.20610687022900764 4:1.055419921875 5:0.0146484375 6:0.240966796875
-1 1:-0.3282442748091603 2:-1.8931297709923665 3:-0.4351145038167939 4:1.049072265625 5:0.001953125 6:0.252685546875
-1 1:-0.366412213740458 2:-0.030534351145038167 3:-0.5419847328244275 4:1.031494140625 5:0.00048828125 6:0.239990234375
-1 1:1.8625954198473282 2:-0.0916030534351145 3:-1.9312977099236641 4:1.04541015625 5:0.0126953125 6:0.239013671875
-1 1:-0.05343511450381679 2:-0.09923664122137404 3:-0.42748091603053434 4:1.04248046875 5:-0.001708984375 6:0.25732421875
-1 1:0.17557251908396945 2:-0.04580152671755725 3:-0.2748091603053435 4:1.049560546875 5:-0.015380859375 6:0.240478515625
-1 1:0.015267175572519083 2:-0.11450381679389313 3:-0.3893129770992366 4:1.047119140625 5:-0.0009765625 6:0.248779296875
-1 1:-0.31297709923664124 2:-1.9312977099236641 3:-0.22900763358778625 4:1.0517578125 5:-0.002197265625 6:0.2529296875
-1 1:-0.09923664122137404 2:-0.1297709923664122 3:-0.3053435114503817 4:1.0546875 5:0.01318359375 6:0.18408203125
-1 1:0.13740458015267176 2:-1.8778625954198473 3:-0.31297709923664124 4:1.0439453125 5:-0.001708984375 6:0.23681640625
-1 1:-0.22137404580152673 2:-0.13740458015267176 3:-0.26717557251908397 4:1.044189453125 5:-0.00341796875 6:0.25439453125
-1 1:-0.35877862595419846 2:-0.13740458015267176 3:-0.5725190839694656 4:1.058349609375 5:0.0146484375 6:0.2421875
-1 1:-1.9541984732824427 2:-0.1450381679389313 3:-0.3816793893129771 4:1.05810546875 5:-0.0146484375 6:0.244384765625
-1 1:1.786259541984733 2:0.09923664122137404 3:-0.48091603053435117 4:1.041748046875 5:-0.01025390625 6:0.2451171875
-1 1:-0.05343511450381679 2:-1.9465648854961832 3:-0.42748091603053434 4:1.060302734375 5:0.004150390625 6:0.245849609375
-1 1:-0.19083969465648856 2:-0.15267175572519084 3:-0.3816793893129771 4:1.049560546875 5:-0.010009765625 6:0.25537109375
-1 1:1.7328244274809161 2:-0.061068702290076333 3:-0.7480916030534351 4:1.034912109375 5:0.01318359375 6:0.25537109375
-1 1:-0.31297709923664124 2:0.03816793893129771 3:-0.4580152671755725 4:1.034912109375 5:0.01513671875 6:0.248291015625
-1 1:-0.05343511450381679 2:1.900763358778626 3:-0.42748091603053434 4:1.0546875 5:-0.002685546875 6:0.24267578125
-1 1:-0.07633587786259542 2:-0.030534351145038167 3:-0.21374045801526717 4:1.041748046875 5:-0.00048828125 6:0.244140625
-1 1:-1.8015267175572518 2:-1.8549618320610688 3:-0.3969465648854962 4:1.048095703125 5:-0.00634765625 6:0.25390625
-1 1:-0.2824427480916031 2:-0.03816793893129771 3:-0.1984732824427481 4:1.040283203125 5:-0.004150390625 6:0.254150390625
-1 1:-0.31297709923664124 2:-0.007633587786259542 3:-0.2595419847328244 4:1.03955078125 5:-0.001708984375 6:0.25927734375
-1 1:0.030534351145038167 2:0.10687022900763359 3:-0.022900763358778626 4:1.04345703125 5:-0.001220703125 6:0.263671875
-1 1:-0.33587786259541985 2:-0.08396946564885496 3:-0.22900763358778625 4:1.041259765625 5:0.000244140625 6:0.25732421875
-1 1:-0.05343511450381679 2:-0.05343511450381679 3:-0.2366412213740458 4:1.047607421875 5:-0.002197265625 6:0.249755859375
-1 1:1.8702290076335877 2:-0.022900763358778626 3:-0.45038167938931295 4:1.04345703125 5:-0.006591796875 6:0.259765625
-1 1:1.6030534351145038 2:-0.1297709923664122 3:-0.6030534351145038 4:1.032958984375 5:-0.004150390625 6:0.253662109375
-1 1:-0.05343511450381679 2:-0.022900763358778626 3:-0.5267175572519084 4:1.0498046875 5:-0.001953125 6:0.2529296875
-1 1:-0.183206106870229 2:-0.007633587786259542 3:-0.5419847328244275 4:1.044921875 5:0.00048828125 6:0.262451171875
-1 1:1.5648854961832062 2:1.8931297709923665 3:-0.13740458015267176 4:1.04833984375 5:-0.00244140625 6:0.242431640625
-1 1:-1.8549618320610688 2:-0.061068702290076333 3:-0.4351145038167939 4:1.04638671875 5:-0.015625 6:0.239501953125
-1 1:-0.06870229007633588 2:-0.015267175572519083 3:-0.4122137404580153 4:1.061279296875 5:-0.004150390625 6:0.2509765625
-1 1:-0.46564885496183206 2:0.022900763358778626 3:-0.6030534351145038 4:1.032470703125 5:-0.001953125 6:0.245361328125
-1 1:-0.2824427480916031 2:1.916030534351145 3:-0.6412213740458015 4:1.046630859375 5:-0.01416015625 6:0.24853515625
-1 1:-0.5114503816793893 2:-1.9541984732824427 3:-0.35877862595419846 4:1.054443359375 5:-0.001953125 6:0.26513671875
-1 1:1.8778625954198473 2:-1.9465648854961832 3:-0.25190839694656486 4:1.060791015625 5:0.001708984375 6:0.2578125
-1 1:-0.3893129770992366 2:0.03816793893129771 3:-0.2900763358778626 4:1.042724609375 5:0.0146484375 6:0.255126953125
-1 1:-0.11450381679389313 2:-0.12213740458015267 3:-0.21374045801526717 4:1.0341796875 5:-0.015380859375 6:0.257568359375
-1 1:-0.022900763358778626 2:-0.0916030534351145 3:-0.183206106870229 4:1.04638671875 5:-0.00341796875 6:0.248779296875
-1 1:0.022900763358778626 2:1.8625954198473282 3:-0.4198473282442748 4:1.04296875 5:-0.00146484375 6:0.246337890625
-1 1:-0.0916030534351145 2:-0.0916030534351145 3:-0.2748091603053435 4:1.041259765625 5:-0.011962890625 6:0.258544921875
-1 1:1.8625954198473282 2:1.8931297709923665 3:-0.26717557251908397 4:1.046142578125 5:-0.01123046875 6:0.252197265625
-1 1:-0.0916030534351145 2:0.030534351145038167 3:-0.6183206106870229 4:1.0615234375 5:-0.00048828125 6:0.25
-1 1:-0.007633587786259542 2:-0.10687022900763359 3:-0.4198473282442748 4:1.060302734375 5:0.004150390625 6:0.253662109375
-1 1:-0.6335877862595419 2:1.900763358778626 3:-0.40458015267175573 4:1.03271484375 5:-0.00634765625 6:0.2275390625
-1 1:-1.1755725190839694 2:-1.7709923664122138 3:-0.24427480916030533 4:1.0849609375 5:-0.002685546875 6:0.241455078125
-1 1:-1.7938931297709924 2:-1.9541984732824427 3:-0.0916030534351145 4:1.0390625 5:-0.01513671875 6:0.215576171875
-1 1:-0.12213740458015267 2:-0.061068702290076333 3:-0.3969465648854962 4:1.04248046875 5:-0.014404296875 6:0.242919921875
-1 1:1.8549618320610688 2:0.06870229007633588 3:-0.35877862595419846 4:1.033935546875 5:0.002685546875 6:0.248046875
-1 1:-0.08396946564885496 2:-0.16793893129770993 3:-0.46564885496183206 4:1.04541015625 5:0.001708984375 6:0.22998046875
-1 1:-0.35877862595419846 2:0.0 3:-0.25190839694656486 4:1.033447265625 5:-0.002685546875 6:0.208984375
-1 1:-0.015267175572519083 2:-1.9465648854961832 3:-0.1984732824427481 4:1.0419921875 5:0.010498046875 6:0.22705078125
-1 1:-0.21374045801526717 2:-1.9389312977099236 3:-0.2595419847328244 4:1.040771484375 5:0.0146484375 6:0.24169921875
-1 1:-0.3816793893129771 2:1.9389312977099236 3:-0.0916030534351145 4:1.04931640625 5:0.002197265625 6:0.2001953125
-1 1:-0.6030534351145038 2:0.11450381679389313 3:-0.3053435114503817 4:1.049560546875 5:-0.011962890625 6:0.21484375
-1 1:0.3816793893129771 2:-1.9312977099236641 3:-0.21374045801526717 4:1.0322265625 5:-0.00341796875 6:0.22509765625
-1 1:0.35877862595419846 2:-0.08396946564885496 3:1.6717557251908397 4:1.035400390625 5:0.013671875 6:0.2119140625
-1 1:0.17557251908396945 2:0.015267175572519083 3:-0.20610687022900764 4:1.040283203125 5:-0.0078125 6:0.22314453125
-1 1:-0.4122137404580153 2:-0.06870229007633588 3:-0.1450381679389313 4:1.046142578125 5:-0.0009765625 6:0.22705078125
-1 1:-0.21374045801526717 2:-0.15267175572519084 3:-0.32061068702290074 4:1.04833984375 5:-0.004638671875 6:0.21875
-1 1:-1.9312977099236641 2:-0.11450381679389313 3:-0.3816793893129771 4:1.03271484375 5:-0.015625 6:0.221435546875
-1 1:-0.26717557251908397 2:0.03816793893129771 3:-0.11450381679389313 4:1.047119140625 5:0.011962890625 6:0.212158203125
